지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10),안개 계속시간(hr)
156,광주,2023-11-25,1.9,,1.8,42.8,,,0,
156,광주,2023-11-26,5.3,0,0.7,52.9,,,5.3,
156,광주,2023-11-27,8.9,0.9,0.5,82,,,6.8,
156,광주,2023-11-28,6.4,0.3,1,70.6,,,2.8,
156,광주,2023-11-29,5.5,0,0.8,75.6,,,8.5,
156,광주,2023-11-30,1.2,,2.1,64.3,,,5.6,
156,광주,2023-12-01,1.7,0,1.3,72.4,,,7.3,
156,광주,2023-12-02,4.1,0,0.6,74.4,,,8.8,
156,광주,2023-12-03,5.5,0,0.9,72,,,1.4,
156,광주,2023-12-04,4.4,,0.4,71.8,,,3.9,
156,광주,2023-12-05,7.6,,0.5,68.8,,,3.4,
156,광주,2023-12-06,8.7,0.4,1.2,85.5,,,7.4,
156,광주,2023-12-07,8.7,,1.2,54.8,,,0,
156,광주,2023-12-08,14.1,,2.1,75.6,,,2.1,
156,광주,2023-12-09,15.9,,1.3,89.1,,,5.3,
156,광주,2023-12-10,15.3,1.4,0.6,89,,,8.3,
156,광주,2023-12-11,13.3,21.4,1.3,99,,,10,
156,광주,2023-12-12,9.4,0.2,1.2,99,,,9.3,
156,광주,2023-12-13,10.8,,0.9,86.6,,,8.1,
156,광주,2023-12-14,11.4,19.4,0.9,93.1,,,9.8,
156,광주,2023-12-15,11,27.1,1.5,99,,,10,
156,광주,2023-12-16,0.3,7.5,1.5,98.8,11,11,10,
156,광주,2023-12-17,-4.3,0,2.2,76.5,0.1,11,4.4,
156,광주,2023-12-18,-2.3,,2.1,68.8,,1.9,7.8,
156,광주,2023-12-19,1.7,,1.5,65.5,,,7.5,
156,광주,2023-12-20,-1.6,0.9,1.5,92.4,3.1,3.1,7.5,
156,광주,2023-12-21,-6.4,0.5,1.9,83.9,3.4,6.4,5.6,
156,광주,2023-12-22,-5.8,0,2.2,73.5,1.3,3.6,1.4,
156,광주,2023-12-23,-2.1,,1.2,73.6,,2.1,3.6,
156,광주,2023-12-24,0.3,0.1,0.5,88.3,2.4,2.4,7.9,
156,광주,2023-12-25,1.2,0,0.7,84.9,,,6.4,
156,광주,2023-12-26,3.5,,0.7,83.3,,,8.3,
156,광주,2023-12-27,4.9,,0.6,85.5,,,2.6,
156,광주,2023-12-28,3.5,,1,87.4,,,1.1,
156,광주,2023-12-29,3.2,,0.8,84.3,,,0.6,
156,광주,2023-12-30,3.9,0.5,0.6,90.3,,,6.8,
156,광주,2023-12-31,5.9,0.8,1.6,89.6,,,9.4,
156,광주,2024-01-01,5.5,,0.7,81.5,,,5.9,
156,광주,2024-01-02,5.8,,0.6,80.9,,,9.1,
156,광주,2024-01-03,4,4.8,1,84.5,,,6.8,
156,광주,2024-01-04,3.6,,1,79.1,,,0,
156,광주,2024-01-05,6.9,,0.7,81.1,,,6.5,
156,광주,2024-01-06,4.4,0,1.1,70.3,,,2,
156,광주,2024-01-07,0.8,0,2,66.5,0.2,0.2,4.1,
156,광주,2024-01-08,-0.6,,1.1,56.5,,,0.9,
156,광주,2024-01-09,2.2,2.1,0.5,77.4,,,9.5,
156,광주,2024-01-10,2.4,,1.3,77.9,,,2.3,
156,광주,2024-01-11,2.4,,0.9,79.3,,,5.5,
156,광주,2024-01-12,5.2,,0.8,60.4,,,2,
156,광주,2024-01-13,3.3,,0.8,49.1,,,0,
156,광주,2024-01-14,5.4,0.7,1,78.3,,,4.8,
156,광주,2024-01-15,0.6,,1.3,59.4,,,0.3,
156,광주,2024-01-16,2.4,,1.1,47.3,,,4.5,
156,광주,2024-01-17,6.4,0.9,0.4,76.4,,,9.4,
156,광주,2024-01-18,8.5,4.1,0.8,99,,,10,
156,광주,2024-01-19,7.4,0.1,2.4,93.5,,,10,
156,광주,2024-01-20,5.7,15.7,4.1,98.4,,,10,
156,광주,2024-01-21,5,0.2,1.2,96.1,,,9.3,
156,광주,2024-01-22,-2.7,0,2.2,81.3,2.1,2.1,9,
156,광주,2024-01-23,-5.2,1.3,1.4,91.9,8.5,10.6,8.5,
156,광주,2024-01-24,-3.7,0,1.9,79.6,1.3,9.6,5.8,
156,광주,2024-01-25,-1.7,,1.4,66.3,,4.3,2.3,
156,광주,2024-01-26,1.4,,1.3,73.9,,,2.4,
156,광주,2024-01-27,2.4,,0.9,73.5,,,5,
156,광주,2024-01-28,1.8,,1.3,67.4,,,2.9,
156,광주,2024-01-29,1.4,,1.2,67.1,,,2.8,
156,광주,2024-01-30,4.2,0.2,0.8,61.9,,,6.3,
156,광주,2024-01-31,8.9,1,1.4,78,,,6.9,
156,광주,2024-02-01,6.5,0.4,1.2,72.1,,,10,
156,광주,2024-02-02,5.4,,0.9,78.8,,,6.6,
156,광주,2024-02-03,5.9,4.5,0.9,87.9,,,9.5,
156,광주,2024-02-04,7.2,7.4,1.8,92.5,,,9.4,
156,광주,2024-02-05,5.9,13.8,2.2,99,,,10,
156,광주,2024-02-06,4.6,0,1.2,87.1,,,9.4,
156,광주,2024-02-07,2.4,,1.1,69.1,,,2.8,
156,광주,2024-02-08,1.7,,0.9,77.5,,,3.1,
156,광주,2024-02-09,2.3,,0.9,74.4,,,1.5,
156,광주,2024-02-10,3.2,,0.6,78,,,0.8,
156,광주,2024-02-11,3.2,,0.9,75.8,,,1,
156,광주,2024-02-12,5.8,,0.9,67.3,,,0,
156,광주,2024-02-13,10.6,,1.5,73.5,,,4.6,
156,광주,2024-02-14,13.5,5.8,1,95.6,,,7.1,
156,광주,2024-02-15,6.4,0,1.5,82.9,,,7,
156,광주,2024-02-16,4.2,,1,66,,,2.5,
156,광주,2024-02-17,7.7,,0.9,75.3,,,0,
156,광주,2024-02-18,10.9,37.7,1,92.8,,,8.3,
156,광주,2024-02-19,11.6,4.2,1.7,99,,,10,
156,광주,2024-02-20,6.9,7.1,1.2,99,,,9.8,
156,광주,2024-02-21,7.1,14.3,1.9,99,,,10,
156,광주,2024-02-22,4.5,4.6,2.1,99,,,10,
156,광주,2024-02-23,4.1,1.7,1.1,99,,,9.8,
156,광주,2024-02-24,4.2,6.6,1.8,89.8,,,9.9,
156,광주,2024-02-25,4.1,0.9,1.5,96.1,,,8.4,
156,광주,2024-02-26,5.5,,1.4,80.1,,,3.1,
156,광주,2024-02-27,7,,1.2,64.5,,,5.6,
156,광주,2024-02-28,8.5,,1.3,57.6,,,5.1,
156,광주,2024-02-29,6.4,2.3,1.5,85.1,,,9.3,
156,광주,2024-03-01,-0.9,0,2.8,53.1,,,2.3,
156,광주,2024-03-02,0.5,,1.6,60.9,,,0.6,
156,광주,2024-03-03,6.4,0.4,1.6,75.4,,,3.9,
156,광주,2024-03-04,8.3,0,0.8,68.8,,,6.9,
156,광주,2024-03-05,6.9,4.1,3.5,95.9,,,9.9,
156,광주,2024-03-06,9,,1.7,73.4,,,5.1,
156,광주,2024-03-07,4.8,,1.4,69.5,,,4.6,
156,광주,2024-03-08,4.2,0,2,55.8,,,1.9,
156,광주,2024-03-09,3.5,,1.3,52,,,0,
156,광주,2024-03-10,5.6,,1,50.3,,,1,
156,광주,2024-03-11,7.2,0,1.1,70.8,,,6.3,
156,광주,2024-03-12,5.3,0,1,93.5,,,5.5,
156,광주,2024-03-13,6.5,,1.2,64.3,,,1.3,
156,광주,2024-03-14,7.9,,0.9,59.9,,,1.4,
156,광주,2024-03-15,9.8,,0.9,54,,,0,
156,광주,2024-03-16,11.4,0.2,1.4,59.6,,,5.5,
156,광주,2024-03-17,9.8,0,1.3,74.3,,,6,
156,광주,2024-03-18,8.8,,1.4,46.8,,,3.8,
156,광주,2024-03-19,8.2,,2.3,56.4,,,5.8,
156,광주,2024-03-20,5.4,,1.8,49.3,,,1,
156,광주,2024-03-21,6.7,,1,54.9,,,1.4,
156,광주,2024-03-22,11.4,1.2,2.8,72.6,,,8,
156,광주,2024-03-23,17.4,0,1.3,64.9,,,7.4,
156,광주,2024-03-24,12.7,7.6,1.3,98,,,9.8,
156,광주,2024-03-25,11,19,1.8,97.5,,,9.6,
156,광주,2024-03-26,8.7,23,1.1,96.6,,,7,
156,광주,2024-03-27,10.5,,1.1,86.8,,,8.9,0.52
156,광주,2024-03-28,10.5,24,1.2,95,,,8.6,
156,광주,2024-03-29,10.9,,1.7,95.3,,,3.6,
156,광주,2024-03-30,13.1,,1.5,79.1,,,3,
156,광주,2024-03-31,13.5,,1.4,62.1,,,3.6,
156,광주,2024-04-01,15.4,,0.8,53.9,,,0.5,
156,광주,2024-04-02,15.5,16.3,1.3,72,,,8.9,
156,광주,2024-04-03,14.3,31.8,1.3,99,,,9.9,
156,광주,2024-04-04,14,0.5,1.1,99,,,9.8,2.75
156,광주,2024-04-05,14.3,,0.9,84.4,,,5.3,
156,광주,2024-04-06,14.2,,0.8,77,,,5.5,
156,광주,2024-04-07,16.8,,0.9,58,,,4.8,
156,광주,2024-04-08,17.5,,0.7,52.3,,,7.6,
156,광주,2024-04-09,15.8,,2.1,64.8,,,3.5,
156,광주,2024-04-10,15.4,,1.4,66.8,,,4.6,
156,광주,2024-04-11,16.1,,1.1,74.1,,,6.1,
156,광주,2024-04-12,17.4,,0.9,74.5,,,5.4,
156,광주,2024-04-13,19.5,,1,69.1,,,0.5,
156,광주,2024-04-14,20,,1.9,64.5,,,4.4,
156,광주,2024-04-15,17.7,2.3,2.4,89.6,,,9.4,
156,광주,2024-04-16,15.5,,1.3,81.1,,,4.5,
156,광주,2024-04-17,15.9,,1.3,67.9,,,6.4,
156,광주,2024-04-18,17.9,,1.1,58.1,,,0,
156,광주,2024-04-19,19.1,,0.9,50.8,,,5.1,
156,광주,2024-04-20,16.5,10,1.5,85.1,,,9.9,
156,광주,2024-04-21,15.6,2.8,0.6,99,,,9.6,
156,광주,2024-04-22,16.5,2.4,0.8,97.9,,,9.4,
156,광주,2024-04-23,15.5,3.4,1.1,87.8,,,6.9,
156,광주,2024-04-24,14,1.4,1.7,88.1,,,5.9,
156,광주,2024-04-25,16.4,,1.1,77,,,1.1,
156,광주,2024-04-26,17.9,,0.8,76.8,,,6.3,
156,광주,2024-04-27,19.6,,0.9,62,,,0,
156,광주,2024-04-28,20.9,,1.2,65.5,,,6.3,
156,광주,2024-04-29,16.4,8.7,1.6,97.1,,,10,
156,광주,2024-04-30,16.8,,1.1,87.3,,,8.8,
156,광주,2024-05-01,14.8,2.4,0.9,98.8,,,8.6,
156,광주,2024-05-02,17,,0.8,78.9,,,5.3,
156,광주,2024-05-03,19.3,,1,58.3,,,0,
156,광주,2024-05-04,20.3,0,1.5,71,,,5.3,
156,광주,2024-05-05,19.1,61.9,2.8,99,,,10,
156,광주,2024-05-06,15.5,0.4,2,97.8,,,9.9,
156,광주,2024-05-07,14.7,3,1.7,98.6,,,9.6,
156,광주,2024-05-08,15.3,5.3,1.8,78.1,,,5.8,
156,광주,2024-05-09,16.6,,1,61.6,,,0,
156,광주,2024-05-10,18.1,,1.6,63.6,,,1,
156,광주,2024-05-11,19.3,17,3.2,87.4,,,6.6,
156,광주,2024-05-12,17.3,8.8,1.7,63.3,,,5.4,
156,광주,2024-05-13,18.3,,1,56.8,,,0,
156,광주,2024-05-14,19.1,,0.9,57.5,,,0,
156,광주,2024-05-15,14.8,0.6,1.3,80.6,,,4.1,
156,광주,2024-05-16,15.7,,2.2,68.3,,,1.1,
156,광주,2024-05-17,19.1,,1.8,66.6,,,1.8,
156,광주,2024-05-18,21.5,,1,64.8,,,0,
156,광주,2024-05-19,21.8,,0.8,55.5,,,0.5,
156,광주,2024-05-20,21.3,,0.8,64.9,,,3.1,
156,광주,2024-05-21,21.5,,1.2,82,,,4.3,
156,광주,2024-05-22,22.2,,1.1,83.8,,,4.9,
156,광주,2024-05-23,22.9,,0.8,66.3,,,1.8,
156,광주,2024-05-24,22.3,,1,71.3,,,0,
156,광주,2024-05-25,22,,1.4,69.1,,,1.9,
156,광주,2024-05-26,20.8,2.5,2,81.8,,,7.8,
156,광주,2024-05-27,19.4,,1.7,62.9,,,7.9,
156,광주,2024-05-28,20.6,,1.4,63.3,,,3.4,
156,광주,2024-05-29,22.1,,0.9,69.5,,,2,
156,광주,2024-05-30,21.5,0.1,1.1,73.9,,,9.3,
156,광주,2024-05-31,21.1,0,1.3,69.8,,,3.5,
156,광주,2024-06-01,19.5,0,1.5,73.8,,,5.3,
156,광주,2024-06-02,20.7,,1.2,60.1,,,5.9,
156,광주,2024-06-03,21.7,,1.2,62.4,,,2.4,
156,광주,2024-06-04,21.6,,1.3,76.1,,,2.5,
156,광주,2024-06-05,22.4,,1.4,78.4,,,8,
156,광주,2024-06-06,22.1,,1.2,70.8,,,6.9,
156,광주,2024-06-07,22.2,0,1.3,72.4,,,8.9,
156,광주,2024-06-08,20.2,6.7,0.9,97.4,,,9.3,
156,광주,2024-06-09,22.9,,1,84.1,,,6,
156,광주,2024-06-10,24.6,,1.3,73.5,,,3.1,
156,광주,2024-06-11,25.1,,1,76.1,,,4,
156,광주,2024-06-12,25.5,,0.9,67.9,,,2.4,
156,광주,2024-06-13,26.7,,1,59.4,,,1.3,
156,광주,2024-06-14,26.4,,1.1,74.4,,,4.6,
156,광주,2024-06-15,26.2,,1.1,78.4,,,4.9,
156,광주,2024-06-16,24.6,,1,73.5,,,4,
156,광주,2024-06-17,23.2,,0.7,76.1,,,7.4,
156,광주,2024-06-18,25.8,,0.9,57.1,,,1.1,
156,광주,2024-06-19,27.3,,1.5,53.5,,,7,
156,광주,2024-06-20,23.3,0,1.1,77.8,,,9,
156,광주,2024-06-21,26,,1.5,79.8,,,7.1,
156,광주,2024-06-22,23.6,37.6,2.1,98.8,,,10,
156,광주,2024-06-23,24,0.3,1.5,97,,,8.8,
156,광주,2024-06-24,24.2,0,1.8,96.1,,,9.3,
156,광주,2024-06-25,23.5,,1.1,69,,,7.1,
156,광주,2024-06-26,24.3,,1.2,69,,,5.3,
156,광주,2024-06-27,22,,0.9,79.8,,,8.6,
156,광주,2024-06-28,25,,1.1,82.1,,,4.4,
156,광주,2024-06-29,23.9,43.3,1.9,97.8,,,9.8,
156,광주,2024-06-30,24.1,61.2,2.3,99,,,9.5,
156,광주,2024-07-01,26,5.2,1.3,92.5,,,7.5,
156,광주,2024-07-02,27,10.6,3,96.6,,,9.6,
156,광주,2024-07-03,26.9,24.9,2.2,90.9,,,5.9,
156,광주,2024-07-04,27.5,,1.7,92.5,,,5.8,
156,광주,2024-07-05,26.7,9.6,2,92.1,,,7.4,
159,부산,2023-06-01,18.2,18.6,1.4,77.5,,,9.4,
159,부산,2023-06-02,23,1.9,2.5,67.3,,,2.9,
159,부산,2023-06-03,21.4,,3,59.3,,,0.5,
159,부산,2023-06-04,23.1,,3.1,43,,,6,
159,부산,2023-06-05,23.4,,2.8,43.9,,,7,
159,부산,2023-06-06,20.4,,4.1,66.4,,,3.9,
159,부산,2023-06-07,21.6,,3.9,64.8,,,6.4,
159,부산,2023-06-08,20.8,,3.1,74.6,,,5.9,
159,부산,2023-06-09,21.4,,4.3,74,,,1.3,
159,부산,2023-06-10,22.6,,2.9,73.1,,,4.9,
159,부산,2023-06-11,21.6,4.2,2.1,84.6,,,8.1,
159,부산,2023-06-12,22.4,,2.3,79.6,,,7.1,0.9
159,부산,2023-06-13,23.1,,3.1,72.6,,,7.1,
159,부산,2023-06-14,22.5,0.1,2,71.5,,,5.8,
159,부산,2023-06-15,21.8,,1.9,70.9,,,3.1,
159,부산,2023-06-16,23.6,,3.2,63.1,,,1.3,
159,부산,2023-06-17,24,,3.6,55.1,,,6.9,
159,부산,2023-06-18,24,,3.1,66.1,,,5.4,
159,부산,2023-06-19,24.3,,2.7,63.9,,,3.8,
159,부산,2023-06-20,22.5,0.9,3.1,65.6,,,7.6,
159,부산,2023-06-21,20.9,23.3,2.9,88.1,,,9.9,0.78
159,부산,2023-06-22,23.1,,2.4,73.9,,,5.5,
159,부산,2023-06-23,23.1,,2.5,69.4,,,3.8,
159,부산,2023-06-24,22.4,,2.2,70.5,,,7.6,
159,부산,2023-06-25,22.2,34.8,1.8,78.8,,,9.3,
159,부산,2023-06-26,23.3,14,7,89.8,,,10,
159,부산,2023-06-27,23.4,14.1,6.2,86.5,,,9.6,
159,부산,2023-06-28,22.8,23.8,3.7,82.5,,,8.6,
159,부산,2023-06-29,24.1,3.9,6.4,87.4,,,9.8,
159,부산,2023-06-30,22.9,14.3,3.8,87,,,10,
159,부산,2023-07-01,23.3,0,2.1,79.3,,,5.9,
159,부산,2023-07-02,24.7,,3.6,79.3,,,7,
159,부산,2023-07-03,24.8,,1.8,80.4,,,7.3,
159,부산,2023-07-04,24.3,3.4,1.7,83.6,,,9.3,
159,부산,2023-07-05,25.8,29.5,4.9,77.1,,,4.4,2.25
159,부산,2023-07-06,24.4,,3.4,75,,,6.3,
159,부산,2023-07-07,22.4,51,2.3,84.9,,,9.6,0.72
159,부산,2023-07-08,22.2,28.1,1,91.5,,,10,1.87
159,부산,2023-07-09,24.2,3.4,2.3,87,,,9.4,5.42
159,부산,2023-07-10,25.6,0.3,3.9,83,,,7.3,1.32
159,부산,2023-07-11,24.7,49.3,4.2,87.3,,,9,
159,부산,2023-07-12,24.5,76.4,3.9,85.5,,,8.9,0.37
159,부산,2023-07-13,25.2,7.9,4.8,87.6,,,9.5,
159,부산,2023-07-14,25,26.8,11.7,87.9,,,10,
159,부산,2023-07-15,25.8,4,9.5,84.9,,,9.1,
159,부산,2023-07-16,23.7,259.2,3.5,91.6,,,10,1.22
159,부산,2023-07-17,26,11,4.3,86.4,,,9.4,0.63
159,부산,2023-07-18,24.4,130.3,2.7,90.1,,,10,3.85
159,부산,2023-07-19,23.5,0.5,1.4,82.8,,,7.3,0.83
159,부산,2023-07-20,24.2,,1.9,82.3,,,5.8,
159,부산,2023-07-21,25.2,,2.1,73.8,,,3.1,
159,부산,2023-07-22,25,1.4,1.8,78.8,,,8.1,
159,부산,2023-07-23,26.5,0,5.7,85.5,,,9.6,
159,부산,2023-07-24,25.5,11.3,5.2,88.8,,,9.3,
159,부산,2023-07-25,26.4,7.9,3.2,82,,,5.8,
159,부산,2023-07-26,28.1,0,2.6,75.6,,,4.8,
159,부산,2023-07-27,28.6,,2.5,70.6,,,1.3,
159,부산,2023-07-28,29.4,,2.4,66.6,,,5,
159,부산,2023-07-29,29.2,,2.1,68.5,,,0.8,
159,부산,2023-07-30,29.2,,2.7,70.5,,,0.6,
159,부산,2023-07-31,29.2,,2.1,63.3,,,3.4,
159,부산,2023-08-01,29.6,,2.4,62.6,,,3.1,
159,부산,2023-08-02,29.6,,2.7,72.1,,,6.1,
159,부산,2023-08-03,29.9,,2.5,66.3,,,3.1,
159,부산,2023-08-04,30.2,,2.4,64.3,,,2.8,
159,부산,2023-08-05,30,,2.1,68.9,,,0.8,
159,부산,2023-08-06,30.9,,2.8,62.8,,,3.9,
159,부산,2023-08-07,30.6,,3.2,64.9,,,4.3,
159,부산,2023-08-08,29.2,,3.6,67.3,,,4,
159,부산,2023-08-09,25.7,55.1,4.1,83.5,,,9.6,
159,부산,2023-08-10,25.2,108.9,7.6,79.6,,,8,2.57
159,부산,2023-08-11,27.1,,4.4,74.3,,,2.1,
159,부산,2023-08-12,27.2,0,3.2,72.9,,,5.9,
159,부산,2023-08-13,26.9,,2.1,69.1,,,4.4,
159,부산,2023-08-14,27.5,,2.6,67.9,,,5.3,
159,부산,2023-08-15,27.5,,2.6,67.6,,,4.4,
159,부산,2023-08-16,25.7,,1.9,76.9,,,9.4,
159,부산,2023-08-17,25.6,0,2.1,76.4,,,9.1,
159,부산,2023-08-18,27,7.8,2.2,76.9,,,7.8,
159,부산,2023-08-19,26.3,29.8,2.6,88.1,,,9.9,
159,부산,2023-08-20,28.2,0.2,2.8,77,,,3.6,
159,부산,2023-08-21,28.7,,2.2,74.1,,,2.5,
159,부산,2023-08-22,28.9,,3.7,74,,,3.4,
159,부산,2023-08-23,28.7,0.8,3.9,76.8,,,4.4,
159,부산,2023-08-24,26,58.3,4.8,84.5,,,9.9,0.75
159,부산,2023-08-25,27.1,,3.9,71,,,4.6,
159,부산,2023-08-26,27.8,,2.3,64.8,,,1.5,
159,부산,2023-08-27,27.5,,2.9,67.8,,,4.8,
159,부산,2023-08-28,27.4,,2.6,73.3,,,7.5,
159,부산,2023-08-29,27,16.1,4.8,79.8,,,9.1,
159,부산,2023-08-30,27.2,6.6,3.4,81,,,9.1,
159,부산,2023-08-31,26.6,16.3,2.3,81.1,,,7.9,
159,부산,2023-09-01,24,117.4,1.9,89.9,,,9.8,
159,부산,2023-09-02,24.2,18.8,1.6,85.8,,,9.6,
159,부산,2023-09-03,26.3,,1.8,76.3,,,3.1,
159,부산,2023-09-04,27.1,,2.7,70.3,,,3.1,
159,부산,2023-09-05,26.8,,3.4,58.9,,,2.9,
159,부산,2023-09-06,26.4,0,3.5,62.4,,,3.8,
159,부산,2023-09-07,25.3,,3.8,59.8,,,3.1,
159,부산,2023-09-08,24.8,,3.1,59,,,2.9,
159,부산,2023-09-09,24.2,,2.4,62.5,,,0.8,
159,부산,2023-09-10,25,,2.2,65.1,,,5.3,
159,부산,2023-09-11,25.9,,2,71.6,,,3.4,
159,부산,2023-09-12,26.4,,1.6,74.1,,,7.4,
159,부산,2023-09-13,26.1,9.5,2,78.3,,,9,
159,부산,2023-09-14,23.6,7.7,2.6,82.3,,,10,
159,부산,2023-09-15,24.7,2.2,2.4,80.4,,,8.5,
159,부산,2023-09-16,23.9,85.5,1.7,89.1,,,8.4,
159,부산,2023-09-17,24.1,59.9,3.2,86.1,,,8.4,0.85
159,부산,2023-09-18,25.3,1.6,2.5,79.9,,,3.9,
159,부산,2023-09-19,25.6,,2.8,73.9,,,4.3,
159,부산,2023-09-20,24.7,8.5,3.6,77.1,,,9.4,
159,부산,2023-09-21,21.5,9.8,3.8,77.4,,,9.8,
159,부산,2023-09-22,22.1,,2.6,63.3,,,6.3,
159,부산,2023-09-23,21.7,,2.9,57.3,,,7.5,
159,부산,2023-09-24,22.8,0,3.7,58,,,5.3,
159,부산,2023-09-25,23.7,,3,64.8,,,8.1,
159,부산,2023-09-26,23.6,0.6,1.8,77.6,,,8.8,
159,부산,2023-09-27,25.1,,3.2,70.6,,,6.1,
159,부산,2023-09-28,25.1,,2.6,61.1,,,1.1,
159,부산,2023-09-29,24.3,,1.9,55.8,,,3.1,
159,부산,2023-09-30,20.3,1.2,3.2,69.3,,,7.9,
159,부산,2023-10-01,21,,2,51,,,2.4,
159,부산,2023-10-02,20.4,,2.6,42.1,,,5.1,
159,부산,2023-10-03,19.7,0.9,2.5,61.9,,,9,
159,부산,2023-10-04,21.2,,2.1,54.1,,,6.1,
159,부산,2023-10-05,18.4,,2.9,31,,,4,
159,부산,2023-10-06,18.2,,2.2,41.6,,,7.3,
159,부산,2023-10-07,19.3,2.5,2.6,55.8,,,9.4,
159,부산,2023-10-08,18.7,0.3,3.3,62.1,,,8.5,
159,부산,2023-10-09,19.6,0,2.7,67.9,,,9,
159,부산,2023-10-10,19.5,,2.9,56.4,,,5.8,
159,부산,2023-10-11,19.8,,3.2,44.5,,,0.5,
159,부산,2023-10-12,19.3,,2.8,45.5,,,1.8,
159,부산,2023-10-13,20.2,,2.4,51.6,,,7.6,
159,부산,2023-10-14,19.7,,2.8,54.6,,,4.3,
159,부산,2023-10-15,18.4,,2.5,50.8,,,0.1,
159,부산,2023-10-16,18.7,,2.3,46.3,,,0,
159,부산,2023-10-17,16.7,,2.7,45.5,,,0,
159,부산,2023-10-18,18.6,,3,55,,,1.1,
159,부산,2023-10-19,19.5,0,4.3,63.1,,,6.6,
159,부산,2023-10-20,14.8,0.5,3.6,43.5,,,3.6,
159,부산,2023-10-21,13.7,,4.3,35.5,,,0,
159,부산,2023-10-22,15,,3.5,40.4,,,5.9,
159,부산,2023-10-23,17.4,,2.7,52,,,0.6,
159,부산,2023-10-24,17.2,,2.9,52,,,3.8,
159,부산,2023-10-25,18.5,,2.5,55.3,,,0,
159,부산,2023-10-26,19.5,,3.3,53.9,,,1.4,
159,부산,2023-10-27,17,,2.5,54.5,,,1.6,
159,부산,2023-10-28,16.6,,2,55.3,,,1.3,
159,부산,2023-10-29,16.6,,2.5,55,,,1,
159,부산,2023-10-30,17.1,,2,60.6,,,1.1,
159,부산,2023-10-31,18.4,,3.1,52.8,,,0,
159,부산,2023-11-01,18.8,,5.2,61.9,,,0,
159,부산,2023-11-02,20.2,,4.3,66.3,,,0,
159,부산,2023-11-03,20.7,,4.1,65.5,,,1.1,
159,부산,2023-11-04,19.8,3.6,2,72.8,,,8.5,
159,부산,2023-11-05,20.4,0,2.2,76.6,,,8.6,
159,부산,2023-11-06,18.7,11.5,7.8,60.4,,,6.5,
159,부산,2023-11-07,13.3,,4.3,34.9,,,0.5,
159,부산,2023-11-08,14.5,,1.4,46.6,,,3,
159,부산,2023-11-09,17.8,,2,63.4,,,6.8,
159,부산,2023-11-10,13.9,1.4,3.2,46.8,,,6,
159,부산,2023-11-11,9.6,,2.6,37.3,,,2.4,
159,부산,2023-11-12,6.7,,3.2,34.3,,,2.6,
159,부산,2023-11-13,6.5,,3.4,28.3,,,0,
159,부산,2023-11-14,8.8,,3.5,38.3,,,1.8,
159,부산,2023-11-15,10.6,,2.9,46.4,,,0,
159,부산,2023-11-16,9.9,11.7,2.3,65.5,,,7.8,
159,부산,2023-11-17,7.2,,3.8,50.3,,,2.9,
159,부산,2023-11-18,4.6,0.3,4.9,45.3,0.3,0.3,0.3,
159,부산,2023-11-19,9.2,,4,48.9,,,0,
159,부산,2023-11-20,11,,2,47.9,,,0,
159,부산,2023-11-21,12.6,,2.9,54.1,,,0,
159,부산,2023-11-22,14.9,,4.3,61.4,,,2.5,
159,부산,2023-11-23,16.2,,5.2,56.5,,,2.5,
159,부산,2023-11-24,6.1,,3.4,26.4,,,0.4,
159,부산,2023-11-25,4.3,,2.9,32,,,0.6,
159,부산,2023-11-26,8,,2,32.9,,,4.8,
159,부산,2023-11-27,11.4,,3.2,53.9,,,5.4,
159,부산,2023-11-28,8.6,,4.6,33.1,,,0.6,
159,부산,2023-11-29,6.9,,3,43.5,,,7,
159,부산,2023-11-30,2.6,,3.5,31.3,,,2,
159,부산,2023-12-01,2.4,,3.2,37.3,,,0.3,
159,부산,2023-12-02,5.2,,3.3,44.6,,,2.3,
159,부산,2023-12-03,7.9,,2.3,40.5,,,0,
159,부산,2023-12-04,8.6,,2.2,38.9,,,2.8,
159,부산,2023-12-05,10.5,,1.5,39.1,,,4,
159,부산,2023-12-06,11.1,0.7,3.9,47.5,,,4,
159,부산,2023-12-07,9.4,,4.6,35.4,,,0,
159,부산,2023-12-08,14.6,,5.6,59,,,3.6,
159,부산,2023-12-09,16.3,,4.4,62.4,,,3.8,
159,부산,2023-12-10,15,,2.4,64.1,,,5,
159,부산,2023-12-11,14.4,46.2,3.6,84.6,,,10,0.1
159,부산,2023-12-12,9.9,0,4,69.1,,,8.6,
159,부산,2023-12-13,11,,2.8,60,,,4.1,
159,부산,2023-12-14,11.9,32.8,3.2,78.5,,,9.4,
159,부산,2023-12-15,13,17.8,3.1,89,,,10,0.27
159,부산,2023-12-16,3.8,3.1,5.3,52.8,,,6,0.82
159,부산,2023-12-17,-2.7,,3.3,37.1,,,1.3,
159,부산,2023-12-18,-1.3,,4,32.6,,,5.5,
159,부산,2023-12-19,1.9,0,2.1,36.3,,,7.8,
159,부산,2023-12-20,0.7,,3.5,46.9,,,3.6,
159,부산,2023-12-21,-4.5,,3.2,39.9,,,0,
159,부산,2023-12-22,-4.7,,3.4,38.5,,,0,
159,부산,2023-12-23,-1.5,,3.1,39.6,,,3.5,
